s#,c#,grade
13660398,EE-40,96.6
30487217,IE-06,88.0
11510639,DA-15,68.2
24931175,DA-60,84.7
48661394,EE-12,84.4
32284695,DA-45,78.5
17707195,AT-02,57.4
40365468,EM-21,88.7
38927240,MV-23,72.9
36958403,MA-26,76.0
13353233,EE-65,74.0
15110200,CE-19,83.3
10385411,MT-24,64.9
36250926,MV-42,93.1
49424045,OE-04,87.0
42437908,EM-04,63.5
17467880,EM-45,65.3
23235690,DA-64,88.3
30917980,LW-25,66.9
19030015,IE-03,68.7
18624559,CE-29,92.0
23463891,MT-45,80.5
41351257,FL-30,74.2
37929218,FL-09,87.9
22823054,MV-63,60.4
47455725,ME-05,58.2
17377494,MV-58,63.0
15495287,CS-53,82.0
29104678,AS-56,80.8
41237801,ME-47,70.9
20870623,MT-23,84.5
34906325,MV-67,75.0
23032458,PH-09,91.0
28100249,CE-18,95.5
21009833,EE-85,94.8
13471444,MV-63,96.8
24204319,DA-48,78.7
40485065,MV-08,70.8
37713601,CE-34,67.5
32334710,LF-14,94.3
47767673,MV-81,78.9
43671676,EE-62,87.4
19557428,LF-04,65.4
44155958,FL-94,74.3
17220272,MT-30,76.2
46188677,MV-32,84.8
24515219,DA-16,80.8
11561920,HS-04,90.3
36060254,EM-56,77.8
33927228,DA-55,71.4
11998625,MT-29,85.4
11168172,AS-41,66.9
19455801,DA-62,79.9
35016120,MT-32,72.2
30331064,LW-21
39540110,CE-43,98.3
35290412,PH-01,74.2
27913973,AS-35,82.3
19339531,MV-53,81.8
20913119,MT-09,97.8
16973426,ME-39,59.2
39590708,FL-07,92.4
36915718,CS-45,76.3
10502522,AT-51,65.6
36449807,FL-52,80.4
34127092,MV-77,76.3
27111724,ME-65,75.6
11165784,ME-39,95.7
46031258,MT-28,74.9
16371103,MV-52,90.6
37384221,MV-78,77.0
12050653,EM-50,80.4
23185029,MA-26,74.5
48100602,EE-46,67.1
30111921,IE-04,64.5
49828250,EM-30,80.1
22286145,CS-59,79.0
38356313,FL-84,77.1
47837029,CS-17,61.3
19239875,AT-14,82.2
10812832,TL-01,91.6
17814467,CS-48,69.4
14373530,FL-96,79.7
41571023,PH-13,75.5
34268163,FL-15,70.5
18666124,EE-79,77.1
35961115,AT-02,75.2
39683850,DA-04,63.0
15375630,OE-25,95.3
42571079,HS-22,77.2
48561548,EE-96,69.8
45006286,MT-20
15922587,MV-61,86.3
13377389,EM-50,58.1
37455006,LF-21,57.3
20360868,MV-07,73.6
33042159,CS-37,81.6
29860458,AT-53,75.6
28827457,EE-33,82.4
28159137,FL-63,68.7
33064140,FL-22,99.8
20420307,FL-04,79.9
25921048,AT-41,88.6
19158215,DA-20,64.0
11018837,MV-09,91.1
16805071,DA-54,66.2
35025057,MT-53,87.9
24010361,EE-84,73.0
25914458,MV-30,90.5
30452787,CE-23,87.2
20229031,CS-14,76.1
27956057,MT-27,83.0
18195451,IE-06,96.3
29415489,EE-65,87.2
29896404,LW-08,75.1
45769278,EE-72,82.3
26701261,MV-61,68.2
47875341,MV-78,81.6
44331241,CS-61,79.2
28051287,FL-92,79.5
44463000,FL-13,90.2
33229957,EM-42,64.5
22347571,CS-48,67.4
31944167,TL-02,61.2
31444011,MA-19,78.4
12603369,MA-17,87.1
18264692,CS-28,81.2
27111724,EM-16,70.0
11416269,ME-65,90.6
10872338,FL-61,98.6
15428597,MT-23,61.7
14699511,MX-01,61.0
22687802,EE-80,83.9
32278364,LW-18,89.6
42251522,HS-25,63.9
34730210,HS-31,73.5
35843261,FL-94,67.8
28563399,CE-34,95.8
28309147,OE-06,87.8
48350802,DA-54,75.2
31688752,MV-55,69.7
31944167,MT-52,64.8
43318295,CS-12,83.4
24092742,FL-26,83.0
28884894,LW-15,62.2
21794511,CS-10,99.3
16977795,AT-08,77.4
21458128,EM-39,91.3
42220004,EM-22,85.6
15661280,MV-53,87.1
33324976,MV-65,82.8
30751003,FL-28,99.2
35026739,FL-28,75.5
39229083,EE-83,93.1
47754920,MV-06,78.0
48611035,FL-25,65.1
15514129,MV-48,79.9
24045464,CE-48,75.6
12853910,CE-18,83.7
37488329,EE-37,51.9
22259673,FL-19,78.6
46576375,OE-20,63.6
36956034,FL-83,70.7
47421063,PH-02,97.2
32153130,DA-73,94.6
36968395,AS-30,63.0
49970278,AT-34,77.3
40029099,EE-09,81.5
11331928,AS-35,76.2
42908967,EM-29,61.4
46204511,ME-21,66.5
29071008,AS-33,77.1
28279827,ME-13,79.3
48333809,DA-69,83.5
14860043,FL-70,80.6
32136207,MV-38,59.9
19622390,MT-19,86.4
37710092,EM-03,87.6
39467746,MA-01,90.9
33769507,MV-72,74.4
16187889,DA-52,70.0
29331741,MV-70,93.7
21961381,MT-03,93.4
33641621,EE-43,66.4
30357690,CS-12,61.0
32491197,FL-83,84.9
35456762,MX-03,96.7
12902212,CE-07,78.9
39528357,LF-44,65.7
11402982,AT-04,89.6
49926668,AS-43,97.9
37312453,CE-43,76.0
36507275,EM-38,87.8
40811506,EM-57,75.7
30136423,MT-39,83.4
42775969,FL-86,87.3
31669607,CS-26,71.1
16728467,EM-41,94.5
29632504,MV-29,91.5
11898938,CE-10,73.7
23166186,HS-04,77.1
25982917,DA-28,79.1
30012405,EM-18,77.8
44167448,AT-14,72.0
39422240,CE-30,65.7
11368804,MA-07,91.6
20324380,FL-09,85.2
44697617,IE-02,82.3
40003191,CS-59,81.2
35940072,EM-53,94.4
27501463,EE-55,87.0
11293449,MV-64,85.8
44497590,FL-77,87.3
43601843,MV-21,78.2
24008449,LW-23,87.6
20640291,MV-11,86.6
14058040,AS-51,87.5
44500121,HS-18,67.2
32414370,DA-37,88.5
45505792,CS-25,80.9
39584791,MT-25,89.4
35981310,EM-30,90.0
34220967,MT-17,91.7
27667228,LF-10,88.5
21517600,LF-08,70.2
40798939,ME-41,85.9
47922427,DA-06,84.4
16580458,ME-22,72.1
19297088,MV-65,96.8
13798084,LW-26,91.7
25601821,EE-56,56.8
10894492,CS-50,83.6
47332385,ME-01,68.8
27484095,MV-44,93.3
23362167,EM-25,89.4
48912236,OE-27,71.2
33119962,ME-50,99.1
16859943,AT-47,76.4
34633442,MV-40,73.9
26204864,AS-15,97.0
14749747,AS-09,82.4
30686627,LF-38,60.6
10384979,EM-02,91.5
35459397,ME-10,79.8
38529870,DA-42,83.8
34189348,FL-96,92.0
32764630,AS-35,86.9
37831403,DA-12,88.4
40155624,LW-26,80.5
36127657,MA-07,74.4
36516934,MV-50,66.5
38694016,CS-60,81.7
29034665,LW-24,84.9
22557136,MV-34,59.8
17948564,AT-28,96.3
31114016,MT-54,74.1
43316586,ME-31,92.8
38871336,LF-24,62.7
47012802,EE-24,80.3
47322212,FL-01,88.5
38494663,EE-51,79.3
49424045,AS-42,86.6
48994884,DA-20,82.7
13136874,DA-29,88.5
32897005,MT-27,68.0
40371142,EE-29,72.7
21517600,AT-14,80.7
25729323,MT-25,70.3
13370401,CE-20,82.9
44545390,FL-73,79.0
15039394,HS-19,72.3
42020788,AS-09,82.4
29267762,EE-27,100.0
39625457,MV-70,57.2
31242212,AT-43,70.2
44985258,ME-60,95.7
35456762,CE-43,66.6
27677285,FL-81,83.1
13789081,ME-64,85.9
21292419,FL-15,89.1
25960098,CS-44,70.3
47455725,CE-39,90.0
14904945,CE-12,59.9
33240948,LF-35,93.1
30440517,HS-09,63.9
48052582,AS-25,67.9
38227264,OE-10,84.2
43057697,MT-04,68.3
20644317,EM-15,85.2
38303194,AS-52,70.0
47317489,EE-45,59.4
15455012,CE-17,78.0
25545296,MA-20,68.3
35371162,OE-02,90.9
41303696,EM-63,82.7
39316268,CE-29,86.9
35644741,CE-37,90.8
13480904,MV-45,73.4
45896487,LW-13,86.3
46607647,DA-46,90.2
14955704,DA-72,98.5
23559794,MT-01,62.4
21609864,CS-56,80.3
42002417,MV-48,93.5
22971040,AS-08,72.3
26547225,EE-23,58.9
19597405,FL-77,73.4
43822529,AT-42,70.5
23235690,EE-45,70.6
15661280,FL-22,88.9
19158215,EM-33,75.8
20640291,MT-29,81.2
41955722,DA-62,66.2
34948721,EE-13,96.0
42065817,CE-22,66.2
19622390,MT-38,64.1
20083644,FL-31,79.6
34973579,AT-04,76.5
48994884,CE-31,76.8
48246105,HS-23,69.8
45159394,EE-32,55.2
10538550,ME-04,73.9
10790619,MV-29,89.6
35525756,EM-44,60.7
13446060,LW-25,57.6
44456166,CE-44,87.9
15496036,CS-12,73.9
21884495,EE-88,84.4
49190372,HS-01,86.9
11416269,LW-08,91.7
34283391,MV-77,84.1
24745187,AT-13,80.4
20021059,HS-23,79.3
25921048,HS-25,66.7
49220002,MV-31,95.0
17612260,AS-34,68.2
43291745,CE-10,80.6
18135260,CE-30,89.7
30471759,FL-50,94.7
12261025,MV-15,75.3
36945269,EE-36,63.3
41031196,HS-24,75.6
46031258,EM-62,88.8
34776172,ME-59,88.9
13903878,CE-29,72.7
42908967,EM-24,69.0
17565403,FL-93,92.8
32764630,LF-32,65.7
25960293,EE-67,67.8
45853796,EM-30,85.4
40455089,FL-44,98.4
16251666,FL-80,66.0
34072652,AS-56,75.9
29214373,FL-31
48979414,CS-07,82.5
22807544,OE-05,72.8
43601843,AT-02,100.0
48695216,FL-42,73.8
26168331,EM-19,66.1
41639657,MT-22,91.8
36168201,LF-32,63.2
48182000,EE-55,77.7
29249987,MT-09,93.4
48418767,FL-09,72.8
33769507,FL-18,78.9
30931112,AS-27,89.1
44440824,OE-16,81.6
13174743,ME-47,60.1
42251522,MT-03,74.2
43478669,CS-52,79.2
11416269,CS-37,62.7
32569088,ME-39,93.5
47487516,MV-55,68.0
39873735,OE-13,75.7
33951357,HS-17,85.0
41254754,AS-42,91.2
34906325,HS-15,66.0
18599302,DA-27,81.1
48167074,MT-12,68.1
39652399,EE-51,69.2
34572500,DA-07,68.7
19916132,HS-21,71.3
44134786,HS-20,89.6
39779397,MV-17,74.9
48780075,ME-50,87.4
13377389,EE-94,81.1
26005815,CS-35,77.6
32734517,LF-05,60.6
13595132,EE-64,87.5
44044302,DA-68,78.4
39770115,ME-39,65.8
11331928,AT-43,61.5
31104040,LW-11,77.0
24984562,CS-46,74.5
26683482,CS-11,74.9
46178017,DA-44,65.5
27885639,AS-24,76.7
15230552,AT-01,80.8
18189204,MV-56,58.9
36110327,EE-77,99.4
31968188,EE-48,55.2
23373188,FL-17,64.7
36310227,EM-25,78.4
36168201,LW-26,89.8
21661783,DA-22,80.8
28288997,ME-42,84.7
27346564,ME-24,65.5
17645394,PH-06,89.4
31789197,LF-30,69.9
43521436,MX-05,85.3
40946678,EM-11,85.5
37855346,LW-13,71.5
10933630,AT-32,94.2
18484171,EM-52,83.4
45290267,DA-07,95.7
48307916,EM-54,87.6
42687383,MA-13,70.3
35411506,IE-06,62.7
44431659,MT-23,76.4
38796510,CS-64,73.7
36127657,LW-21,77.2
22284565,ME-39,75.3
15090389,EE-52,72.9
28851794,CS-20,87.6
22423629,EE-25,81.0
12439249,IE-04,77.9
27612456,DA-23,86.7
43155861,EM-50,94.5
42819389,CE-36,71.2
37685269,EE-49,63.0
32153130,EE-80,80.6
29279350,LW-02,63.1
43137673,IE-05,77.7
11643555,EE-50,72.5
41148394,OE-21,75.5
34715604,LF-25,65.9
32700972,AT-30,68.7
19455801,EM-67,60.8
19957409,CE-33,73.8
41778008,CE-23,69.2
31018707,MV-53,78.5
39590708,AS-49,72.4
22640439,MV-29,72.5
13330393,FL-86,75.7
49770933,CE-01,69.5
24206045,ME-21,80.2
13251356,OE-28,86.0
23512361,DA-43,87.5
22697384,MA-18,91.5
42426706,AS-30,93.8
36322286,EM-06,69.9
40421239,LF-35,89.5
44955447,FL-14,67.2
39740029,DA-53,86.4
12231943,MA-16,73.4
27184670,FL-34,72.8
11519903,HS-13,80.8
34414007,LW-17,59.6
45685774,CS-32,69.3
42198137,AT-28,65.8
30150181,ME-30,60.5
24903038,EE-24,81.8
47332385,EE-33,80.3
41303696,AS-08,59.2
34701964,PH-09,66.9
23719453,ME-01,99.4
16145224,ME-47,69.8
41446691,LF-04,68.0
32294123,IE-01,94.9
26683482,FL-17,93.9
35480521,FL-74,97.2
31356375,CS-14,92.3
29642835,EM-20,74.7
39386722,EE-28,76.5
39103478,FL-53,78.2
32300948,AS-11,85.1
25195087,CS-57,95.0
15763865,HS-07,91.2
13448069,FL-47,65.7
49289235,CS-61,57.3
18668574,EE-07,69.6
12456407,EE-45,61.6
23957771,AT-11,87.3
48846638,MV-49,87.2
32170133,EE-95,94.7
23463891,EE-30,82.4
12949516,CS-56,71.5
30012405,LF-18,78.4
25152059,EM-25
37304505,AS-39,91.6
33037944,AS-40,74.3
28464193,FL-41,80.8
38026972,MV-09,65.2
20839582,EE-61,92.7
27574531,LF-35,81.1
27775107,ME-55,93.0
17214666,EM-37,70.8
22311409,ME-33,82.4
24475361,EE-34,59.8
21843931,EM-51,71.1
29237708,OE-26,52.4
19957409,LF-01,75.4
44533977,FL-05,94.2
33405133,CE-48,88.7
47541973,MV-19,58.7
20229031,LF-15,67.0
28970377,FL-73,87.1
40544261,DA-18,74.6
16481657,CS-63,71.4
31299701,DA-63,93.4
36199019,CS-24,82.1
38160193,MT-09,63.5
41679346,HS-21,66.8
48078051,DA-38,81.4
43343951,CS-61,95.6
18773176,DA-74,77.2
34986687,MV-01,69.8
26547225,MT-17,73.5
44155958,EE-27,83.9
48994884,CS-47,85.2
37272106,DA-18,84.4
34470203,CE-47,77.4
47818603,DA-21,72.0
23967717,AT-33,84.8
43339133,FL-09,74.4
44889459,AS-33,89.6
48770486,AT-22,77.4
21914980,CE-22,91.5
40280248,EE-30,80.6
22086966,MT-07,63.1
19622390,ME-58,74.5
32136207,OE-18,77.0
44004287,MT-14,95.1
43179752,PH-12,72.6
34608224,LF-05,68.9
14206513,PH-08,76.5
41182720,AT-43,91.5
25557601,EM-02,76.1
38622529,OE-07,76.4
30688644,ME-45,84.0
19242692,MV-02,89.0
41586441,FL-30,93.7
21475680,DA-50,92.8
42571079,AS-13,83.7
44187741,FL-47,73.0
33542988,CS-59
24414110,EE-66,76.6
23928832,CE-19,75.9
37702388,EE-66,97.9
31694646,DA-29,99.3
18236463,FL-33,67.9
19531044,ME-32,72.2
30981485,AS-39,90.2
33853816,FL-95,78.0
42132874,AT-39,71.5
30816383,CS-47,90.8
42004876,EM-14,80.0
32294420,EE-67,85.8
40280248,EE-18,79.9
16094909,DA-67,78.9
41514035,MV-61,93.5
43076793,MT-54,78.4
38509328,LF-11,76.8
48052582,ME-05,86.8
37350825,FL-28,83.2
47487516,EE-89,80.0
17488046,EM-55,94.6
38586053,FL-23,63.3
41005279,ME-34,67.5
10497064,LW-18,86.3
33629005,MT-43,81.1
12644665,EE-79,83.5
47869431,EE-52,95.6
41164164,EE-23,93.1
21140828,OE-29,89.6
48686042,MV-71,92.7
28347185,LF-39,87.0
21146437,PH-08,64.6
44592931,MV-33,73.2
13681697,EE-83,74.3
43735335,HS-31,73.8
49100448,AT-08,75.8
30258538,CS-23,74.8
39132810,LF-12,91.6
44522588,DA-48,76.9
19274576,MT-25,85.5
39239201,EM-11,79.5
35219657,FL-37,68.2
15316090,LW-16,76.8
30062167,ME-16,77.8
14264505,EE-58,59.1
29338701,EM-60,80.1
25694640,CE-11,64.0
47333369,OE-30,61.3
35776178,HS-25,85.6
11165784,MV-21,61.1
26397366,AS-37,83.6
19401715,EE-24,66.8
35293771,EM-01,71.5
37357542,FL-14,81.3
21661224,MV-07,75.0
40803168,MV-32,87.2
13673088,EM-13,87.7
30769970,HS-05,93.8
46580366,CS-07,77.1
15402522,AT-11,86.6
22874776,CE-06,87.8
34107002,CS-16,93.8
16427403,PH-05,85.2
40439456,EM-52,58.2
22222886,EE-27,91.5
41570961,MV-65,87.9
12531927,AS-51,86.3
20214301,LF-12,59.0
11010602,DA-53,80.8
42100608,EM-62,67.3
27440311,EM-65,81.7
24284039,CS-63,78.5
29058481,MV-44,73.2
45403211,DA-51,85.0
36046870,IE-07,62.0
39839995,MV-53,71.2
34107002,DA-09,79.3
34978977,DA-16,78.4
31218143,EE-45,77.6
36172375,EM-46,84.7
11628472,MA-15,63.5
37678144,MA-21,76.6
10467996,LF-37,54.9
47332385,DA-37,90.4
21503388,LW-21,90.5
20677428,MA-07,67.9
13903878,DA-10,68.9
13285601,MV-67,89.7
15693924,MV-55,80.8
39896234,DA-28,86.6
26478348,MV-25,61.0
39667847,ME-15,78.8
43470835,MV-60,74.9
23353386,DA-52,75.9
30661640,DA-58,79.0
49442329,DA-67,76.5
36322518,FL-46,85.3
30155440,MV-20,90.2
39307182,AT-22,79.5
26081593,FL-73,73.6
19779901,LF-39,83.8
31226577,MV-09,77.3
16663798,OE-08,69.2
36291505,DA-28,84.1
29475736,MT-17,61.1
14851467,FL-57,97.5
43745174,EM-17,70.9
44779619,MV-31,89.9
24118734,AT-24,80.1
32415726,OE-02,93.2
18877172,EE-38,80.3
25924179,LW-25,93.8
28251190,CS-40,53.5
40737623,FL-44,98.0
40608052,MA-22,69.2
26478348,MV-73,95.1
46854343,AT-49,69.6
15394325,ME-60,69.3
16006774,ME-52,68.7
23400516,CS-21,78.1
28446004,EE-22,75.3
19199767,OE-30,61.0
48625092,ME-35,77.0
16844562,AS-22,84.9
11293449,AT-08,89.0
16579323,DA-65,69.1
17488046,LF-08,73.1
44735155,LW-19,87.5
15787812,OE-27,83.2
21580847,EE-62,82.2
46896833,MA-03,72.6
47932260,EM-12,77.1
10854821,CS-14,63.9
46901542,AT-43,84.8
29951124,LF-27,81.8
44440029,LW-26,88.4
33176313,EE-35,91.6
11293449,FL-86,81.4
47761201,EE-09,91.2
44543353,CS-51,73.4
35203279,LF-22,90.9
31356375,MV-14,82.6
18893242,EE-96,78.1
34764655,EM-42,64.1
28667958,OE-08,87.6
34139422,FL-80,77.5
41499765,HS-23,87.8
19630308,FL-31,79.8
46197778,FL-46,83.5
46838759,IE-04,97.3
19401113,CS-49,97.0
38052121,AT-10,82.8
42065817,LF-29,89.0
42251522,EE-88,73.2
45736327,DA-59,82.2
47795841,DA-22,80.5
41182720,EM-29,65.9
44209665,EM-48,88.7
34230678,MA-11,89.4
10575655,EE-24,86.9
13656839,CE-15,76.0
15646359,AT-03,76.2
25229648,PH-02,62.0
22971040,CS-09,76.8
41632744,EM-60,76.8
45159394,MT-07,59.9
17817313,EM-30,92.9
43776146,AS-24,63.4
13379181,EE-76,81.1
20308678,EE-86,71.0
44701601,EE-57,73.7
39879257,EE-06,85.7
32793394,DA-59,86.4
49324014,OE-09,78.7
19634284,AS-45,88.7
30814372,FL-34,64.0
34675958,DA-69,57.6
27786189,HS-30,91.2
38482736,CE-04,80.0
36627180,OE-07,76.0
25965172,AS-28,88.7
20553595,AS-07,68.9
30455668,FL-52,91.7
37831403,EE-09,99.3
13907104,EM-11,71.7
32471312,EM-23,71.2
44895333,DA-69,82.3
18599302,MV-21,68.1
24484099,IE-08,99.3
47333205,FL-51,83.9
13656839,AT-25,79.7
27321866,HS-07,84.8
24142970,FL-47,70.6
35496325,DA-64,95.7
36761714,FL-92,76.0
30180239,ME-34,69.1
48625092,DA-06,71.7
37619965,MT-44,77.4
21357512,LF-43,77.4
13776301,OE-22,80.8
13251356,MV-04,79.2
11627578,FL-38,93.9
26797106,OE-25,89.8
17980890,MV-01,86.5
13159153,EM-15,96.2
12413660,EE-84,92.1
34095337,LF-11,71.8
10883166,MT-15,83.7
42004876,MT-05,89.4
28561641,MV-62,66.1
23693569,EE-26,87.7
44000113,DA-36,92.1
40805751,AS-13,71.8
20172393,IE-05,54.7
10434569,DA-49,94.2
14774840,EE-88,86.5
24625918,LF-41,73.8
30155440,CS-33,79.8
44911025,FL-04,75.0
20420307,FL-67,71.1
41439707,LW-09,88.3
19837486,ME-19,63.0
12413660,EM-46,83.7
47362907,ME-23,82.3
40216457,EM-12,96.7
18385892,FL-40,81.2
33114654,EM-57,71.0
45414016,MA-25,72.2
35115530,FL-36,85.6
32901282,FL-25,95.5
47049071,MA-23,88.1
42316786,FL-06,93.0
19725119,ME-58,87.2
39652399,MA-11,62.6
35680930,MV-49,87.7
43110091,FL-42,74.2
47278449,AS-48,87.5
11334162,EM-25,75.1
30358646,FL-49,82.3
38586053,MV-07,85.0
30006715,ME-58,75.2
16859943,OE-19,85.5
40800210,LF-28,77.9
21879844,AS-10,72.3
47274763,AT-31,67.6
10872338,LW-27,72.3
11519903,DA-27,77.2
16734472,CE-47,84.5
19390264,IE-01,89.4
14277808,EM-29,85.5
46154207,FL-19,75.2
30864025,AT-46,73.1
13849789,EE-87,65.4
14143299,OE-14,90.5
46443394,OE-12,62.9
21243426,FL-57,91.9
44367192,MV-56,78.4
15949942,MT-34,68.9
33903151,IE-05,96.9
23209683,ME-43,65.6
46846343,MV-27,70.1
20830203,FL-58,67.8
17275271,MV-69,79.6
24026185,EE-41,68.5
19569118,FL-21,94.8
13849789,FL-18,76.5
41930164,MA-18,60.3
44204928,IE-05,85.0
36956034,HS-26,77.2
11131483,AS-34,78.3
41225765,LF-29,76.3
16728467,CS-30,62.5
20794885,CE-10,94.8
44129556,FL-53,96.3
28280565,FL-59,66.2
28892132,CE-15,64.0
39821770,OE-21,93.9
20427223,HS-24,71.6
22571381,MT-24,76.1
38352000,MA-19,78.4
23905763,HS-06,75.5
12798860,MV-08,55.9
27673672,CS-28,93.3
13009603,FL-79,82.5
20486646,MV-41,75.1
12709922,DA-25,95.3
47767673,ME-45,94.5
40546978,CS-26,75.2
39169864,LW-29,88.3
18797215,DA-67,92.3
40694866,MT-47,98.0
47181296,PH-05,81.3
19635075,DA-31,67.5
46129307,MV-10,80.0
17948801,FL-24,82.0
16485902,MV-41,88.0
29104678,AS-31,95.6
34193319,EE-19,81.1
17042689,MV-30,68.6
26030975,EM-49,65.3
36605658,MV-02,86.4
36878629,CS-12,94.9
43303287,ME-62,77.5
28806484,CE-31,75.2
43446676,ME-26,96.6
23441917,LF-13,62.5
39281383,AT-40,80.7
12707183,LW-08,76.4
16848239,LF-29,88.1
27553489,MT-19,81.2
11802867,CS-61,76.0
10301594,FL-51,85.8
15394325,PH-10,80.7
34283391,LW-16,69.9
24497818,MT-32,82.1
21560565,TL-04,69.3
34189348,DA-67,92.4
42251522,CS-22,70.5
11588225,EE-15,97.1
32897005,AT-39
48915639,MV-58,91.1
19324701,MT-31,96.4
26465378,EE-60,73.1
20527073,ME-44,81.2
37938148,DA-57,57.7
18031060,MV-14,62.8
48740069,ME-41,88.3
31159215,CE-18,85.8
21214697,FL-45,80.8
39124019,MX-04,87.0
41121038,EE-82,94.0
10827065,EE-21,83.6
13156546,AT-44,69.1
44758491,CE-02,89.4
15046585,ME-26,61.7
23558246,AT-21,80.3
15100427,OE-06,92.3
19469089,EM-13,85.1
41889484,MV-67,58.7
19861273,EM-44,61.1
39584791,TL-03,78.1
45368816,AT-14,65.2
44134786,MT-54,66.2
33622391,FL-60,80.2
12063629,DA-16,63.3
19199767,FL-58,69.7
38280749,ME-61,69.4
43328590,OE-10,95.8
37921833,LF-21,71.8
20177437,MT-38,92.7
22807544,LW-18,75.3
48100062,FL-28,78.7
27040624,FL-93,89.1
25985460,CE-12,86.7
13694051,ME-64,76.0
36916644,EE-81,76.2
40076493,MX-02,62.1
37678144,CE-46,80.5
49614558,FL-63,53.2
29755210,CE-16,71.5
38084313,FL-56,82.8
10268767,DA-24,66.2
41303696,DA-35,91.1
20511555,CS-28,77.5
22288654,MV-66,70.8
29421761,MT-25,87.3
39467746,CS-29,87.7
29743499,MT-18,66.1
11773433,EM-19,96.6
27179502,FL-46,80.6
27510670,ME-18,90.8
10385411,ME-28,79.8
22807544,MV-15,77.4
16002059,EM-54,60.5
23052906,ME-43,65.9
10286445,MA-02,71.4
41889969,AS-37,90.5
19875306,FL-84,77.6
32294420,CE-47,88.7
35814165,DA-47,62.0
17690197,AT-37,77.6
24731115,MV-25,75.5
45805613,AS-48,84.8
43081773,OE-03,88.2
32847510,ME-40,61.6
27238403,MV-20,86.2
19622390,LF-32,91.7
47837029,EM-25,84.4
34902897,CS-49,92.8
43466971,LF-30,79.1
38622529,HS-25,81.6
41117458,DA-13,67.8
42206792,EE-92,82.8
21306176,EE-87,59.8
25589881,ME-14,80.4
12065463,FL-74,73.6
35319475,MA-03,77.7
43238492,ME-23,69.7
34221469,MA-18,74.3
37144898,MT-43,61.6
24234428,CS-26,94.9
42249942,MX-03,95.7
21661783,OE-11,76.6
40691704,LF-43,92.1
25150657,FL-61,78.2
32947353,OE-17,61.6
29963129,HS-09,74.3
23748562,CS-57
45694144,AS-43,81.5
19000033,ME-44,88.4
27420949,AS-34,100.0
42793109,EE-96,92.2
18138566,EE-08,72.9
28898232,EE-53,72.2
19541593,ME-09,73.7
36967679,MV-03,89.9
40377990,AT-34,69.7
25724049,EE-39,58.9
17892679,EM-26,89.2
36199019,HS-27,92.3
33411729,PH-15,99.3
30419714,ME-53,66.1
48414561,LF-15,85.1
16646651,AS-38,91.0
21559604,EM-57,87.9
46122309,EM-33,83.5
28959552,LF-20,75.1
12697368,OE-25,80.5
26701261,EM-41,83.3
20066335,LW-27,59.0
29636480,MA-24,90.4
41767918,EE-29,78.1
11904548,DA-48,97.1
44164230,EE-58,61.2
33966275,DA-19,76.4
11616073,EM-67,64.1
27573905,AT-02,79.3
14570278,DA-17,77.6
45098369,DA-36,79.1
28336926,AS-14,83.7
21686414,EE-93,77.7
26299241,LF-05,79.5
21895564,EE-13,85.2
36025505,FL-32,81.8
35843261,MV-19,61.9
40149895,LF-36,68.2
24069452,EM-04,90.4
38920765,IE-08,66.7
39779397,LF-26,73.1
27388910,EE-62,68.6
31391907,EE-51,87.6
49324014,AS-15,71.4
21666816,CS-63,79.2
18879359,FL-12,72.9
47792908,ME-20,82.1
26701261,CE-42,96.8
42486736,ME-07,90.8
20655439,AS-49,61.8
11018837,CS-24,84.6
39943364,MT-35,57.0
16221562,LW-03,81.6
41351257,FL-95,80.6
27346564,MV-23,82.3
13752135,FL-22,84.5
43430597,EM-08,82.3
42573578,EM-52,70.6
14829425,FL-81,89.8
37804682,ME-06,85.0
14749747,EM-59,82.6
12838898,CE-08,91.5
11293275,AT-27,79.8
24062614,OE-08,91.6
17707195,MV-28,69.0
26357976,CE-14,83.1
19274576,EE-43,80.3
10971690,MV-62,70.3
15922587,OE-14,77.3
45072462,EM-46,78.3
40071046,CE-14,67.8
20987357,EE-64,68.1
11293275,ME-16,50.6
17275271,CS-09,79.5
37702388,FL-85,78.8
44607587,FL-67,79.8
32050676,CE-27,70.8
43466971,EM-43,73.0
28639569,EE-93,97.1
40750534,AT-06,61.6
13630938,CE-29,87.2
10230519,AS-12,73.1
16709295,CE-32,79.2
25562437,EM-52,80.1
11760698,DA-59,73.8
22634797,FL-34,96.4
46450683,MT-12,73.0
26215266,ME-38,80.0
39544223,MV-48,51.5
16023773,CE-14,95.9
26292152,ME-28,68.8
31756410,LW-18,72.5
25960293,EM-60,64.7
21327843,ME-20,86.4
12616707,EE-45,84.0
21946683,ME-01,80.4
19203600,FL-73,89.4
40371142,LW-03,67.7
43663577,ME-18,77.2
23441917,LF-19,78.6
41955722,EM-62,81.5
20336952,ME-07,77.3
13988004,ME-26,94.4
43756361,CS-18,84.4
35833331,CS-48,75.7
16957614,MV-46,58.4
13740621,EE-25,77.9
17377494,EE-22,68.3
10995702,MV-83,80.4
45072462,MT-44,90.9
44610047,EE-49,62.0
37923145,OE-08,55.7
49085853,OE-15,55.2
42486131,AS-53,70.1
14842746,HS-29,88.3
11519903,MV-65,81.1
14373530,CS-08,90.5
17604681,EE-12,73.8
34078457,HS-20,69.1
33666845,HS-15,70.2
11470785,CS-10,71.3
36266250,AS-47,54.8
10356748,CS-61,93.7
30263039,ME-11,65.0
